Designator,Mid X,Mid Y,Rotation,Layer
"D61",239.175000,-90.550000,90.000000,bottom
"D62",229.550000,-71.525000,90.000000,bottom
"D63",243.425000,-53.125000,90.000000,bottom
"D64",234.380000,-33.950000,90.000000,bottom
"D65",253.380000,-33.800000,90.000000,bottom
"D67",277.200000,-5.800000,90.000000,bottom
"D68",272.375000,-33.650000,90.000000,bottom
"D69",263.075000,-52.450000,90.000000,bottom
"D70",248.725000,-71.725000,90.000000,bottom
"D71",258.400000,-90.825000,90.000000,bottom
"D72",366.800000,-5.000000,90.000000,bottom
"D73",267.450000,-71.775000,90.000000,bottom
"D75",289.050000,-52.650000,90.000000,bottom
"D76",293.825000,-33.700000,90.000000,bottom
"D78",296.600000,-5.700000,90.000000,bottom
"D81",291.725000,-71.625000,90.000000,bottom
"D82",266.500000,-92.425000,90.000000,bottom
"D83",366.560000,-19.480000,90.000000,bottom
"D84",347.750000,-4.725000,90.000000,bottom
"D85",328.725000,-7.475000,90.000000,bottom
"D89",328.750000,-33.525000,90.000000,bottom
"D90",327.900000,-52.675000,90.000000,bottom
"D91",328.550000,-71.825000,90.000000,bottom
"D92",328.875000,-90.750000,90.000000,bottom
"D93",327.450000,-109.725000,90.000000,bottom
"D94",346.900000,-109.825000,90.000000,bottom
"D95",346.250000,-90.925000,90.000000,bottom
"D96",346.350000,-71.700000,90.000000,bottom
"D97",346.800000,-53.000000,90.000000,bottom
"D98",347.675000,-33.700000,90.000000,bottom
"D99",365.050000,-33.975000,90.000000,bottom
"D101",366.250000,-53.000000,90.000000,bottom
"D102",366.575000,-71.350000,90.000000,bottom
"D103",365.700000,-91.050000,90.000000,bottom
"D104",366.025000,-109.625000,90.000000,bottom
"D105",367.650000,-121.250000,90.000000,bottom
"D106",366.475000,-100.350000,90.000000,bottom
"D109",367.125000,-60.875000,90.000000,bottom
"D110",382.525000,-30.100000,-90.000000,bottom
"J1",303.675000,-4.500000,0.000000,bottom
"R1",251.152500,-111.000000,0.000000,bottom
"R2",290.975000,-94.650000,90.000000,bottom
"R3",301.425000,-80.775000,0.000000,bottom
"R4",286.550000,-121.387500,-90.000000,bottom
"R5",293.007000,-94.603000,90.000000,bottom
"R6",269.312500,-120.975000,180.000000,bottom
"SW1",301.575000,-74.950000,180.000000,bottom
"U1",294.799393,-113.563622,-90.000000,bottom
"Y1",305.528250,-110.285500,90.000000,bottom
